index,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
1534,2021,AL,Alabama,Montgomery,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,35.4,,,30.4,41.3,"227,434",1101,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-86.2044615 32.2028812)
1538,2021,AL,Alabama,Hale,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.9,,,6.1,7.8,"14,754",1065,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-87.6230608 32.7527958)
1546,2021,AL,Alabama,Marengo,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.6,,,6.8,8.4,"18,996",1091,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-87.791091 32.2475911)
1547,2021,AL,Alabama,Dale,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,17.4,,,14.9,20.0,"49,342",1045,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-85.609476 31.4306536)
1548,2021,AL,Alabama,Conecuh,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.4,,,7.6,9.3,"11,328",1035,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-86.9887221 31.4309257)
1550,2021,AL,Alabama,Limestone,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.6,11.3,"107,517",1083,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-86.9813995 34.8102387)
1556,2021,AL,Alabama,St. Clair,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.9,,,27.6,36.1,"92,748",1115,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-86.3113273 33.7194907)
1557,2021,AL,Alabama,Cherokee,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,36.6,,,32.3,41.1,"24,996",1019,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-85.6542417 34.0695153)
1558,2020,AL,Alabama,Choctaw,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,70.2,,,67.5,72.7,"12,533",1023,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-88.2488894 31.9909539)
1561,2021,AL,Alabama,Marion,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,29.4,,,24.9,33.9,"29,246",1093,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-87.881551 34.1382194)
1566,2020,AL,Alabama,Russell,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,41.6,,,34.8,48.3,"58,722",1113,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-85.1869798 32.2898113)
1567,2021,AL,Alabama,Winston,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.9,,,28.8,39.2,"23,652",1133,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-87.3653458 34.1545665)
1569,2021,AL,Alabama,Marshall,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.6,,,6.9,8.5,"98,228",1095,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-86.3216681 34.3095637)
1573,2021,AL,Alabama,Cullman,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,8.8,11.6,"89,496",1043,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-86.8692666 34.1319229)
1574,2021,AL,Alabama,Henry,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.5,6.0,"17,459",1067,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-85.2399712 31.5169779)
1585,2020,AL,Alabama,Lauderdale,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.0,,,81.9,86.3,"94,043",1077,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-87.6509966 34.9041221)
1587,2021,AL,Alabama,Choctaw,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,20.5,,,17.6,23.2,"12,533",1023,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.2488894 31.9909539)
1591,2021,AL,Alabama,Macon,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.5,,,16.8,22.4,"18,895",1087,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.692887 32.3870267)
1602,2021,AL,Alabama,Clay,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.7,,,7.3,10.3,"14,190",1027,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-85.8635254 33.2703999)
1609,2020,AL,Alabama,Elmore,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,43.3,,,35.9,50.4,"89,304",1051,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-86.1427347 32.597229)
1614,2021,AL,Alabama,Lamar,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,20.5,,,16.4,24.6,"13,689",1075,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-88.0874309 33.7870852)
1615,2021,AL,Alabama,Bibb,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.8,,,6.8,8.8,"22,477",1007,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-87.1271475 33.0158929)
1626,2021,AL,Alabama,Shelby,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.1,2.8,"226,902",1117,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.6780894 33.2630428)
1628,2020,AL,Alabama,Marshall,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,70.4,,,66.8,73.9,"98,228",1095,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-86.3216681 34.3095637)
1631,2021,AL,Alabama,Escambia,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,8.6,,,7.6,9.6,"36,699",1053,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-87.1684097 31.1222867)
1636,2021,AL,Alabama,Butler,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.9,,,84.2,89.3,"18,884",1013,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-86.6819689 31.751667)
1641,2021,AL,Alabama,Conecuh,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,17.0,,,14.8,19.6,"11,328",1035,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-86.9887221 31.4309257)
1642,2021,AL,Alabama,Baldwin,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.8,,,14.8,21.2,"239,294",1003,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-87.7460666 30.6592183)
1648,2021,AL,Alabama,Fayette,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.9,,,10.1,15.9,"16,148",1057,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-87.7642923 33.7161568)
1654,2021,AL,Alabama,Winston,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,17.2,,,14.4,20.3,"23,652",1133,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-87.3653458 34.1545665)
1659,2021,AL,Alabama,Covington,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.5,,,7.1,10.0,"37,524",1039,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.4487206 31.2439873)
1661,2021,AL,Alabama,Coffee,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.2,,,11.3,15.3,"54,174",1031,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-85.9896022 31.402258)
1662,2021,AL,Alabama,Choctaw,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.3,,,23.5,31.0,"12,533",1023,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-88.2488894 31.9909539)
1665,2021,AL,Alabama,Morgan,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.8,,,29.6,38.3,"123,668",1103,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.8464021 34.4544844)
1667,2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,7.0,,,6.2,7.9,"19,648",1099,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-87.3832656 31.5803324)
1671,2020,AL,Alabama,Geneva,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.1,,,36.7,39.5,"26,701",1061,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-85.8210224 31.0923822)
1674,2021,AL,Alabama,Walker,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.6,,,8.7,12.7,"64,818",1127,HLTHOUT,COPD,CrdPrv,COPD,POINT (-87.3010936 33.7915581)
1675,2021,AL,Alabama,Coosa,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,36.0,,,30.4,41.8,"10,450",1037,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-86.2434818 32.9314453)
1691,2021,AL,Alabama,Chambers,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,12.2,,,9.8,14.9,"34,541",1017,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-85.3940321 32.9155039)
1695,2021,AL,Alabama,Macon,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.7,,,82.6,88.5,"18,895",1087,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-85.692887 32.3870267)
1697,2021,AL,Alabama,Henry,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,16.6,,,14.3,19.2,"17,459",1067,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-85.2399712 31.5169779)
1702,2021,AL,Alabama,Wilcox,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,21.4,,,18.7,24.5,"10,446",1131,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.3049349 31.9900824)
1703,2020,AL,Alabama,Chilton,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.6,,,79.4,83.9,"45,274",1021,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-86.7266071 32.8540514)
1708,2021,AL,Alabama,Madison,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,28.0,,,23.9,32.0,"395,211",1089,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-86.5510802 34.7642377)
1716,2021,AL,Alabama,Baldwin,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.1,,,6.5,9.8,"239,294",1003,HLTHOUT,COPD,CrdPrv,COPD,POINT (-87.7460666 30.6592183)
1717,2021,AL,Alabama,Clay,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,17.6,,,15.1,20.3,"14,190",1027,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-85.8635254 33.2703999)
1718,2020,AL,Alabama,Blount,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,59.0,,,55.2,62.9,"59,041",1009,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-86.56644 33.9773575)
1723,2021,AL,Alabama,Madison,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,14.3,,,11.9,17.0,"395,211",1089,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-86.5510802 34.7642377)
1730,2021,AL,Alabama,Coffee,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,,,9.0,11.7,"54,174",1031,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-85.9896022 31.402258)
1735,2021,AL,Alabama,Pickens,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.1,3.8,"18,801",1107,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-88.0968644 33.2968003)
1742,2021,AL,Alabama,Dale,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.7,,,6.7,8.7,"49,342",1045,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-85.609476 31.4306536)
1743,2021,AL,Alabama,Lee,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.8,3.5,"177,218",1081,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-85.3530477 32.6040644)
1745,2021,AL,Alabama,Choctaw,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.4,,,7.5,9.3,"12,533",1023,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-88.2488894 31.9909539)
1746,2021,AL,Alabama,Baldwin,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,23.2,,,19.8,26.9,"239,294",1003,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-87.7460666 30.6592183)
1753,2021,AL,Alabama,Walker,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.9,,,16.3,21.6,"64,818",1127,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-87.3010936 33.7915581)
1755,2021,AL,Alabama,Dallas,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,21.4,,,18.5,24.4,"37,619",1047,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-87.11436 32.3335263)
1757,2021,AL,Alabama,Montgomery,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.1,,,11.3,15.3,"227,434",1101,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-86.2044615 32.2028812)
1759,2020,AL,Alabama,Fayette,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,15.9,,,11.5,20.8,"16,148",1057,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-87.7642923 33.7161568)
1771,2021,AL,Alabama,St. Clair,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,"92,748",1115,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-86.3113273 33.7194907)
1773,2020,AL,Alabama,Lowndes,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.5,,,72.2,78.5,"9,965",1085,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-86.6505859 32.147888)
1775,2021,AL,Alabama,Mobile,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,28.3,,,25.4,31.3,"413,073",1097,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-88.1965682 30.6845725)
1776,2020,AL,Alabama,Geneva,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,70.9,,,66.4,75.2,"26,701",1061,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-85.8210224 31.0923822)
1778,2021,AL,Alabama,Madison,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.6,,,85.2,90.0,"395,211",1089,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-86.5510802 34.7642377)
1783,2021,AL,Alabama,Clarke,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,14.3,,,12.2,16.5,"22,760",1025,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-87.8186244 31.6855211)
1788,2020,AL,Alabama,Marion,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,37.2,,,35.4,38.9,"29,246",1093,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-87.881551 34.1382194)
1789,2021,AL,Alabama,Jackson,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,17.3,,,14.7,20.1,"52,773",1071,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-85.9800556 34.764114)
1798,2021,AL,Alabama,Lawrence,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.7,,,9.4,12.2,"33,090",1079,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-87.3218651 34.529776)
1799,2021,AL,Alabama,Mobile,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,83.0,,,80.6,85.3,"413,073",1097,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-88.1965682 30.6845725)
1803,2021,AL,Alabama,Pike,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,6.3,,,5.5,7.3,"32,991",1109,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-85.9416076 31.7986533)
1805,2021,AL,Alabama,Escambia,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,12.6,,,11.1,14.3,"36,699",1053,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-87.1684097 31.1222867)
1816,2020,AL,Alabama,Monroe,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.2,,,37.8,40.4,"19,648",1099,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-87.3832656 31.5803324)
1819,2021,AL,Alabama,Greene,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,10.5,,,9.1,12.1,"7,629",1063,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-87.9642005 32.8444965)
1821,2021,AL,Alabama,Perry,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,12.0,,,10.4,13.7,"8,355",1105,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-87.2938269 32.6390053)
1823,2021,AL,Alabama,DeKalb,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.8,,,4.9,6.7,"71,813",1049,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-85.8040207 34.4609148)
1824,2021,AL,Alabama,Hale,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,12.5,,,10.7,14.5,"14,754",1065,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-87.6230608 32.7527958)
1825,2021,AL,Alabama,Coffee,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,16.2,,,13.9,18.7,"54,174",1031,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-85.9896022 31.402258)
1834,2021,AL,Alabama,Cleburne,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.6,7.4,"15,103",1029,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-85.5161261 33.6719637)
1839,2020,AL,Alabama,Jefferson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,78.0,,,75.7,79.9,"667,820",1073,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-86.8965359 33.5534439)
1840,2020,AL,Alabama,Morgan,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,38.3,,,36.7,39.7,"123,668",1103,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-86.8464021 34.4544844)
1842,2021,AL,Alabama,Henry,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.6,,,15.1,22.7,"17,459",1067,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-85.2399712 31.5169779)
1846,2021,AL,Alabama,Dallas,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,51.3,,,46.8,56.0,"37,619",1047,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-87.11436 32.3335263)
1851,2020,AL,Alabama,Marion,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,71.0,,,67.7,73.9,"29,246",1093,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-87.881551 34.1382194)
1861,2020,AL,Alabama,Lawrence,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,70.8,,,67.8,74.0,"33,090",1079,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-87.3218651 34.529776)
1862,2021,AL,Alabama,Sumter,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,20.1,,,17.4,22.8,"12,164",1119,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-88.2000571 32.5974811)
1866,2021,AL,Alabama,Franklin,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,36.7,,,32.5,41.3,"32,013",1059,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-87.8428144 34.4419892)
1870,2021,AL,Alabama,Conecuh,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,19.7,,,17.1,22.5,"11,328",1035,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-86.9887221 31.4309257)
1875,2021,AL,Alabama,Crenshaw,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,16.4,,,14.0,18.9,"13,083",1041,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-86.3200384 31.7303106)
1885,2020,AL,Alabama,Lowndes,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,46.3,,,44.8,47.8,"9,965",1085,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-86.6505859 32.147888)
1887,2021,AL,Alabama,Shelby,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.3,,,14.3,20.6,"226,902",1117,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-86.6780894 33.2630428)
1888,2021,AL,Alabama,Pike,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,67.4,,,62.7,72.2,"32,991",1109,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-85.9416076 31.7986533)
